iter	RMSE
553	2.49128241
554	2.486727216
555	2.481295565
556	2.477793717
557	2.474014912
558	2.469965573
559	2.466045289
560	2.462378519
561	2.457612748
562	2.454046014
563	2.450239387
564	2.446756064
565	2.441907287
566	2.437408764
567	2.433643485
568	2.429840642
569	2.425671012
570	2.421327485
571	2.417089887
572	2.413089452
573	2.409238573
574	2.404098668
575	2.399594853
576	2.397056371
577	2.392915775
578	2.38885206
579	2.385036245
580	2.381038654
581	2.376570371
582	2.373336464
583	2.368195424
584	2.364708442
585	2.360647955
586	2.356984061
587	2.353878549
588	2.349831169
589	2.34510591
590	2.340194956
591	2.337318085
592	2.33327478
593	2.330612597
594	2.325268327
595	2.3219194
596	2.318400084
597	2.315401133
598	2.311483611
599	2.306754147
600	2.303634063
601	2.300441497
602	2.296843882
603	2.293352377
604	2.290023549
605	2.286006239
606	2.282029423
607	2.277189309
608	2.273830688
609	2.270170333
610	2.266824769
611	2.263359459
612	2.260507633
613	2.256152556
614	2.251148205
615	2.248916595
616	2.245408911
617	2.24160624
618	2.238334868
619	2.235390835
620	2.232456808
621	2.227401259
622	2.224407184
623	2.22116909
624	2.218135669
625	2.214844366
626	2.212231241
627	2.207627137
628	2.20396481
629	2.200555755
630	2.19763979
631	2.193764482
632	2.19085877
633	2.186721547
634	2.182574999
635	2.178718888
636	2.174428904
637	2.171633035
638	2.168470153
639	2.165239056
640	2.162142514
641	2.159147676
642	2.156465767
643	2.153581735
644	2.150304971
645	2.146285103
646	2.142863561
647	2.139212672
648	2.137028627
649	2.133853775
650	2.131322469
651	2.127973543
652	2.124810818
653	2.121291002
654	2.118618609
655	2.116344345
656	2.113696186
657	2.110103534
658	2.107744445
659	2.10439814
660	2.100934356
661	2.098640466
662	2.096107326
663	2.092511096
664	2.090081927
665	2.087944692
666	2.084787727
667	2.081346672
668	2.07782152
669	2.074863861
670	2.072408558
671	2.069702486
672	2.067630577
673	2.064294862
674	2.061654944
675	2.058293775
676	2.054719444
677	2.050989376
678	2.047426995
679	2.043989947
680	2.041486677
681	2.03770418
682	2.035286541
683	2.032719618
684	2.030042674
685	2.027466461
686	2.024381875
687	2.022236601
688	2.020076163
689	2.01745272
690	2.014266401
691	2.011149277
692	2.008638958
693	2.006505244
694	2.004794899
695	2.002259685
696	1.999159352
697	1.996884643
698	1.993721196
699	1.991523644
700	1.988005891
701	1.985804809
702	1.982633827
703	1.980486482
704	1.977510025
705	1.975330125
706	1.972909126
707	1.970924804
708	1.968469278
709	1.965368538
710	1.962488777
711	1.960055872
712	1.957692406
713	1.955221937
714	1.953344503
715	1.950953391
716	1.947655597
717	1.945483231
718	1.943354564
719	1.940125982
720	1.936859359
721	1.934770208
722	1.931733208
723	1.929565336
724	1.926829591
725	1.923963415
726	1.921859834
727	1.919272236
728	1.917273708
729	1.915307805
730	1.91364085
731	1.911468447
732	1.909023337
733	1.907196367
734	1.904537012
735	1.90166204
736	1.899706399
737	1.897087928
738	1.895194186
739	1.89317374
740	1.891006111
741	1.889088677
742	1.886819996
743	1.88445712
744	1.881889741
745	1.879553378
746	1.878024077
747	1.876038317
748	1.873543929
749	1.870302399
750	1.868554271
751	1.866507132
752	1.864194593
753	1.86256166
754	1.860412329
755	1.858190852
756	1.856633856
757	1.853616752
758	1.851276748
759	1.849491942
760	1.847826602
761	1.846408278
762	1.84384687
763	1.842002671
764	1.839952132
765	1.837944211
766	1.836305931
767	1.834190716
768	1.831927398
769	1.829620834
770	1.827385447
771	1.825428143
772	1.823346132
773	1.821364878
774	1.819379365
775	1.817934013
776	1.815956066
777	1.813818311
778	1.812064177
779	1.810234059
780	1.807833757
781	1.805957189
782	1.804218113
783	1.801805289
784	1.799387815
785	1.796896195
786	1.794939019
787	1.793133176
788	1.791475413
789	1.789505572
790	1.788052308
791	1.786263906
792	1.784082145
793	1.782342665
794	1.780781945
795	1.779018553
796	1.77732856
797	1.775472369
798	1.773604934
799	1.771768351
800	1.76955738
801	1.767976676
802	1.766357502
803	1.764661187
804	1.762888609
805	1.760702815
806	1.758875995
807	1.757221779
808	1.755172396
809	1.752722529
810	1.750685014
811	1.749076869
812	1.747793105
813	1.746308792
814	1.744767885
815	1.743348149
816	1.741546667
817	1.739268174
818	1.737305857
819	1.735481205
820	1.733580672
821	1.732101455
822	1.730593702
823	1.728981243
824	1.726623927
825	1.724723384
826	1.723073485
827	1.72171382
828	1.720412874
829	1.718862541
830	1.717386891
831	1.715888342
832	1.714549404
833	1.712829363
834	1.711293513
835	1.709056194
836	1.707225022
837	1.70569207
838	1.704117536
839	1.702597969
840	1.70085879
841	1.698825424
842	1.697448321
843	1.6957378
844	1.694306068
845	1.69223605
846	1.690815477
847	1.68939936
848	1.688033913
849	1.686056313
850	1.68464269
851	1.683013802
852	1.681241504
853	1.679850792
854	1.67823801
855	1.676965641
856	1.675392359
857	1.673771236
858	1.672191136
859	1.670390962
860	1.668807639
861	1.667634021
862	1.666354479
863	1.664847352
864	1.663628693
865	1.661701725
866	1.660201338
867	1.658747747
868	1.657123989
869	1.65563059
870	1.654303091
871	1.652679591
872	1.651018875
873	1.64937268
874	1.647636833
875	1.64624282
876	1.644348083
877	1.643089372
878	1.641822257
879	1.640579256
880	1.639459493
881	1.637725392
882	1.636205477
883	1.63513925
884	1.633916612
885	1.63253572
886	1.631202457
887	1.63005771
888	1.62903782
889	1.627656412
890	1.626427162
891	1.624933963
892	1.623792937
893	1.622751005
894	1.621516231
895	1.620078897
896	1.618281812
897	1.616835473
898	1.615831671
899	1.614378792
900	1.613193473
901	1.612062827
902	1.611014503
903	1.609782323
904	1.608650255
905	1.607032118
906	1.605974175
907	1.604609908
908	1.602884835
909	1.601209788
910	1.600135576
911	1.598828222
912	1.597559815
913	1.59636079
914	1.595136469
915	1.594055431
916	1.593095299
917	1.592163586
918	1.590960727
919	1.589550765
920	1.588418767
921	1.587179128
922	1.586114237
923	1.584839116
924	1.583717139
925	1.582608306
926	1.581595469
927	1.580646215
928	1.579588006
929	1.578048264
930	1.576759338
931	1.575587148
932	1.574337817
933	1.573168212
934	1.5717263
935	1.57055536
936	1.569231756
937	1.568206618
938	1.566837614
939	1.565706512
940	1.5645432
941	1.563531708
942	1.562251667
943	1.561299952
944	1.560139711
945	1.559030822
946	1.5578823
947	1.556522511
948	1.554915246
949	1.553689183
950	1.552824926
951	1.551850714
952	1.550919402
953	1.549744337
954	1.5487443
955	1.547645612
956	1.546614614
957	1.545288873
958	1.54397361
959	1.543060922
960	1.542179517
961	1.541215667
962	1.540316586
963	1.539190806
964	1.538210506
965	1.537203615
966	1.536059352
967	1.535083813
968	1.534117181
969	1.532982688
970	1.531973476
971	1.530834631
972	1.529770083
973	1.528845848
974	1.527830154
975	1.526908132
976	1.525996397
977	1.525041813
978	1.524157557
979	1.523210279
980	1.522609903
981	1.521668829
982	1.520806455
983	1.519858264
984	1.518948642
985	1.517864099
986	1.516942465
987	1.515627758
988	1.514447824
989	1.51352377
990	1.512396421
991	1.511595461
992	1.510769913
993	1.509937117
994	1.509231978
995	1.508470679
996	1.507669883
997	1.506798054
998	1.505894878
999	1.504950435
