iter	Passed	Remaining
351	1182	2175
352	1185	2173
353	1188	2169
354	1192	2166
355	1195	2162
356	1198	2158
357	1202	2155
358	1205	2151
359	1208	2147
360	1211	2143
361	1214	2140
362	1217	2136
363	1220	2132
364	1223	2128
365	1226	2125
366	1229	2121
367	1233	2117
368	1236	2114
369	1239	2110
370	1242	2106
371	1245	2103
372	1248	2099
373	1251	2095
374	1255	2092
375	1258	2089
376	1262	2085
377	1265	2082
378	1268	2078
379	1271	2075
380	1274	2071
381	1278	2068
382	1281	2064
383	1284	2060
384	1287	2057
385	1291	2053
386	1294	2050
387	1297	2047
388	1300	2043
389	1304	2039
390	1307	2036
391	1310	2033
392	1313	2029
393	1316	2025
394	1319	2021
395	1323	2018
396	1326	2014
397	1329	2010
398	1332	2006
399	1335	2003
400	1339	2000
401	1342	1996
402	1345	1992
403	1348	1989
404	1351	1985
405	1354	1982
406	1357	1978
407	1360	1974
408	1364	1971
409	1367	1967
410	1370	1963
411	1373	1960
412	1376	1956
413	1380	1953
414	1384	1950
415	1386	1947
416	1390	1943
417	1394	1941
418	1397	1937
419	1400	1933
420	1403	1930
421	1406	1927
422	1410	1923
423	1413	1920
424	1416	1916
425	1419	1913
426	1423	1909
427	1426	1906
428	1429	1902
429	1433	1899
430	1436	1896
431	1439	1892
432	1443	1890
433	1446	1886
434	1449	1882
435	1452	1879
436	1455	1875
437	1458	1871
438	1462	1868
439	1465	1865
440	1468	1861
441	1471	1857
442	1474	1854
443	1477	1850
444	1480	1846
445	1483	1843
446	1487	1840
447	1490	1837
448	1494	1833
449	1497	1830
450	1502	1828
451	1505	1825
452	1508	1821
453	1511	1817
454	1515	1814
455	1518	1811
456	1522	1808
457	1525	1804
458	1528	1801
459	1532	1798
460	1535	1794
461	1538	1791
462	1541	1787
463	1544	1784
464	1548	1781
465	1551	1778
466	1554	1774
467	1558	1771
468	1561	1767
469	1564	1764
470	1567	1760
471	1570	1757
472	1573	1753
473	1576	1749
474	1580	1746
475	1583	1742
476	1586	1739
477	1589	1735
478	1592	1731
479	1595	1728
480	1598	1724
481	1601	1721
482	1605	1718
483	1608	1714
484	1609	1709
485	1613	1706
486	1616	1702
487	1619	1699
488	1622	1695
489	1626	1692
490	1629	1688
491	1632	1685
492	1635	1681
493	1638	1678
494	1641	1674
495	1644	1671
496	1647	1667
497	1650	1664
498	1653	1660
499	1656	1656
500	1660	1653
501	1663	1649
502	1666	1646
503	1669	1642
504	1672	1639
505	1675	1636
506	1679	1632
507	1682	1629
508	1685	1625
509	1688	1622
510	1691	1618
511	1694	1615
512	1697	1611
513	1700	1608
514	1704	1604
515	1707	1601
516	1710	1597
517	1713	1594
518	1716	1590
519	1719	1587
520	1722	1583
521	1725	1580
522	1729	1577
523	1732	1573
524	1735	1570
525	1738	1566
526	1741	1563
527	1745	1560
528	1748	1556
529	1752	1553
530	1755	1550
531	1758	1546
532	1761	1543
533	1764	1540
534	1767	1536
535	1770	1532
536	1773	1529
537	1777	1526
538	1780	1522
539	1783	1519
540	1786	1515
541	1789	1512
542	1792	1508
543	1796	1505
544	1799	1502
545	1802	1499
546	1806	1495
547	1809	1492
548	1812	1488
549	1815	1485
550	1818	1482
551	1822	1478
552	1825	1475
553	1828	1471
554	1831	1468
555	1834	1465
556	1837	1461
557	1841	1458
558	1844	1455
559	1847	1451
560	1850	1448
561	1853	1444
562	1856	1441
563	1860	1437
564	1863	1434
565	1866	1431
566	1869	1427
567	1872	1424
568	1875	1420
569	1878	1417
570	1881	1413
571	1885	1410
572	1888	1407
573	1891	1403
574	1894	1400
575	1897	1397
576	1901	1393
577	1904	1390
578	1907	1387
579	1911	1383
580	1914	1380
581	1917	1377
582	1920	1373
583	1923	1370
584	1927	1367
585	1930	1363
586	1933	1360
587	1936	1356
588	1939	1353
589	1942	1350
590	1946	1346
591	1949	1343
592	1952	1340
593	1955	1336
594	1958	1333
595	1970	1335
596	1974	1332
597	1977	1329
598	1980	1325
599	1983	1322
600	1986	1319
601	1989	1315
602	1993	1312
603	1996	1309
604	1999	1305
605	2003	1302
606	2006	1298
607	2009	1295
608	2012	1292
609	2015	1288
610	2018	1285
611	2021	1281
612	2025	1278
613	2028	1275
614	2031	1271
615	2032	1266
616	2035	1263
617	2039	1260
618	2042	1256
619	2045	1253
620	2048	1250
621	2051	1246
622	2054	1243
623	2057	1239
624	2060	1236
625	2064	1233
626	2067	1229
627	2070	1226
628	2073	1222
629	2076	1219
630	2079	1216
631	2082	1212
632	2085	1209
633	2088	1205
634	2092	1202
635	2095	1199
636	2098	1195
637	2101	1192
638	2104	1189
639	2107	1185
640	2111	1182
641	2114	1179
642	2117	1175
643	2120	1172
644	2124	1169
645	2127	1165
646	2130	1162
647	2133	1159
648	2137	1155
649	2140	1152
650	2143	1148
651	2146	1145
652	2149	1142
653	2152	1138
654	2156	1135
655	2159	1132
656	2162	1128
657	2165	1125
658	2168	1122
659	2171	1118
660	2195	1125
661	2200	1123
662	2205	1120
663	2208	1117
664	2211	1114
665	2214	1110
666	2218	1107
667	2221	1104
668	2224	1100
669	2227	1097
670	2231	1093
671	2234	1090
672	2237	1087
673	2241	1083
674	2244	1080
675	2247	1077
676	2250	1073
677	2253	1070
678	2257	1067
679	2260	1063
680	2263	1060
681	2266	1056
682	2269	1053
683	2272	1050
684	2276	1046
685	2279	1043
686	2282	1039
687	2285	1036
688	2288	1033
689	2292	1029
690	2295	1026
691	2298	1023
692	2301	1019
693	2304	1016
694	2307	1012
695	2310	1009
696	2314	1005
697	2317	1002
698	2320	999
699	2323	995
700	2326	992
701	2330	989
702	2332	985
703	2336	982
704	2339	978
705	2342	975
706	2345	972
707	2348	968
708	2352	965
709	2355	961
710	2358	958
711	2361	955
712	2364	951
713	2367	948
714	2370	945
715	2373	941
716	2377	938
717	2380	934
718	2383	931
719	2386	928
720	2389	924
721	2392	921
722	2395	917
723	2398	914
724	2402	911
725	2405	907
726	2408	904
727	2411	901
728	2414	897
729	2417	894
730	2421	890
731	2424	887
732	2427	884
733	2430	880
734	2433	877
735	2437	874
736	2440	870
737	2443	867
738	2447	864
739	2450	861
740	2453	857
741	2456	854
742	2459	850
743	2463	847
744	2466	844
745	2469	840
746	2472	837
747	2475	834
748	2478	830
749	2481	827
750	2484	823
751	2488	820
752	2491	817
753	2494	813
754	2497	810
755	2500	807
756	2503	803
757	2506	800
758	2510	797
759	2513	793
760	2517	790
761	2591	809
762	2630	816
763	2662	822
764	2666	818
765	2670	815
766	2674	812
767	2683	810
768	2697	810
769	2703	807
770	2706	803
771	2710	800
772	2713	796
773	2716	793
774	2720	789
775	2723	786
776	2726	782
777	2730	779
778	2733	775
779	2736	771
780	2740	768
781	2743	764
782	2747	761
783	2750	757
784	2753	754
785	2757	750
786	2760	747
787	2764	743
788	2767	740
789	2770	736
790	2774	733
791	2777	729
792	2780	725
793	2784	722
794	2787	718
795	2790	715
796	2793	711
797	2797	708
798	2800	704
799	2803	700
800	2807	697
801	2810	693
802	2813	690
803	2817	686
804	2820	683
805	2824	679
806	2827	676
807	2830	672
808	2834	669
809	2837	665
810	2841	662
811	2844	658
812	2847	655
813	2851	651
814	2854	647
815	2857	644
816	2861	640
817	2864	637
818	2868	633
819	2872	630
820	2875	626
821	2878	623
822	2882	619
823	2885	616
824	2889	612
825	2892	609
826	2896	605
827	2900	602
828	2903	598
829	2906	595
830	2910	591
831	2914	588
832	2917	584
833	2920	581
834	2924	577
835	2928	574
836	2931	570
837	2935	567
838	2938	563
839	2941	560
840	2945	556
841	2949	553
842	2953	550
843	2957	546
844	2960	543
845	2964	539
846	2967	536
847	2971	532
848	2974	529
849	2978	525
850	2982	522
851	2985	518
852	2989	515
853	2992	511
854	2995	508
855	2999	504
856	3002	501
857	3006	497
858	3009	494
859	3013	490
860	3016	487
861	3020	483
862	3023	479
863	3027	476
864	3030	472
865	3033	469
866	3037	465
867	3040	462
868	3044	458
869	3047	455
870	3050	451
871	3054	448
872	3057	444
873	3061	441
874	3064	437
875	3068	434
876	3071	430
877	3074	427
878	3078	423
879	3081	420
880	3084	416
881	3088	413
882	3091	409
883	3094	406
884	3098	402
885	3101	399
886	3105	395
887	3108	392
888	3112	388
889	3117	385
890	3120	381
891	3124	378
892	3130	375
893	3135	371
894	3140	368
895	3145	365
896	3152	362
897	3161	359
898	3165	355
899	3168	352
900	3172	348
901	3175	345
902	3179	341
903	3182	337
904	3185	334
905	3189	330
906	3192	327
907	3196	323
908	3200	320
909	3203	316
910	3207	313
911	3211	309
912	3215	306
913	3218	302
914	3221	299
915	3225	295
916	3228	292
917	3231	288
918	3234	285
919	3237	281
920	3241	278
921	3244	274
922	3247	270
923	3250	267
924	3254	263
925	3257	260
926	3260	256
927	3263	253
928	3266	249
929	3270	246
930	3273	242
931	3276	239
932	3279	235
933	3282	231
934	3285	228
935	3289	224
936	3292	221
937	3295	217
938	3298	214
939	3301	210
940	3305	207
941	3308	203
942	3311	200
943	3314	196
944	3317	193
945	3321	189
946	3324	186
947	3327	182
948	3330	178
949	3333	175
950	3336	171
951	3339	168
952	3343	164
953	3346	161
954	3349	157
955	3352	154
956	3355	150
957	3358	147
958	3362	143
959	3365	140
960	3368	136
961	3371	133
962	3374	129
963	3377	126
964	3380	122
965	3384	119
966	3387	115
967	3390	112
968	3393	108
969	3396	105
970	3399	101
971	3402	98
972	3406	94
973	3409	91
974	3412	87
975	3415	83
976	3419	80
977	3422	76
978	3425	73
979	3428	69
980	3431	66
981	3434	62
982	3437	59
983	3440	55
984	3444	52
985	3447	48
986	3450	45
987	3454	41
988	3457	38
989	3460	34
990	3464	31
991	3467	27
992	3470	24
993	3473	20
994	3476	17
995	3479	13
996	3482	10
997	3485	6
998	3488	3
999	3491	0
